level,taxon,family,division,fit_level,fit_taxon,n,ln_a,b,sigma,r2,dbh_min_cm,dbh_max_cm,scale
genus,Kleinhovia,Malvaceae,Angiosperm,genus,Kleinhovia,39,-1.44048,0.677027,0.352957,0.630027,3,47,0.252034
genus,Knema,Myristicaceae,Angiosperm,genus,Knema,271,-0.893602,0.66211,0.330174,0.761011,1.2,71,0.432102
genus,Knightia,Proteaceae,Angiosperm,genus,Knightia,34,-1.20178,0.611372,0.250868,0.876366,2.7,88,0.310269
genus,Koanophyllon,Asteraceae,Angiosperm,division,Angiosperm,211929,-1.16468,0.646075,0.464109,0.608856,1,385,0.347503
genus,Koilodepas,Euphorbiaceae,Angiosperm,genus,Koilodepas,235,-1.11437,0.516596,0.409982,0.309164,2.9,42.5,0.356889
genus,Kokoona,Celastraceae,Angiosperm,family,Celastraceae,435,-1.13263,0.66231,0.556926,0.494744,1,101.6,0.376232
genus,Koompassia,Fabaceae,Angiosperm,family,Fabaceae,13535,-1.19381,0.703454,0.539608,0.602688,1,246.4,0.35056
genus,Koordersiodendron,Anacardiaceae,Angiosperm,family,Anacardiaceae,2052,-1.2584,0.679159,0.439244,0.710644,1,197.5,0.312881
genus,Kopsia,Apocynaceae,Angiosperm,family,Apocynaceae,1361,-1.21636,0.659122,0.458037,0.640796,1,186.2,0.329077
genus,Krugiodendron,Rhamnaceae,Angiosperm,genus,Krugiodendron,72,-1.09565,0.63658,0.450414,0.497326,1,23.6,0.370014
genus,Kunzea,Myrtaceae,Angiosperm,genus,Kunzea,240,-1.36993,0.660033,0.357219,0.755169,1.1,79,0.270866
genus,Laburnum,Fabaceae,Angiosperm,family,Fabaceae,13535,-1.19381,0.703454,0.539608,0.602688,1,246.4,0.35056
genus,Lacistema,Lacistemataceae,Angiosperm,division,Angiosperm,211929,-1.16468,0.646075,0.464109,0.608856,1,385,0.347503
genus,Lacmellea,Apocynaceae,Angiosperm,family,Apocynaceae,1361,-1.21636,0.659122,0.458037,0.640796,1,186.2,0.329077
genus,Lacunaria,Ochnaceae,Angiosperm,family,Ochnaceae,215,-1.29361,0.719512,0.42147,0.667232,1,114.7,0.299755
genus,Laetia,Salicaceae,Angiosperm,genus,Laetia,44,-0.201194,0.440804,0.419129,0.301688,7.2,78,0.89283
genus,Lafoensia,Lythraceae,Angiosperm,family,Lythraceae,69,-1.43874,0.632124,0.442631,0.564493,2.7,59.5,0.261642
genus,Lagerstroemia,Lythraceae,Angiosperm,genus,Lagerstroemia,53,-1.56199,0.726752,0.366947,0.514643,2.7,25,0.224323
genus,Laguncularia,Combretaceae,Angiosperm,genus,Laguncularia,49,-1.80371,0.744301,0.336205,0.612621,3.2,54.8,0.174262
genus,Lannea,Anacardiaceae,Angiosperm,genus,Lannea,379,-1.58318,0.730825,0.394766,0.597651,2.6,103,0.221961
genus,Lansium,Meliaceae,Angiosperm,genus,Lansium,60,-0.659805,0.565178,0.17769,0.886508,1.3,74.8,0.525178
genus,Larix,Pinaceae,Gymnosperm,genus,Larix,1271,-1.54014,0.73796,0.39178,0.653604,1,82,0.23145
genus,Lasianthus,Rubiaceae,Angiosperm,genus,Lasianthus,75,-1.13378,0.489303,0.460889,0.267378,3,23,0.357874
genus,Lasiocarpus,Malpighiaceae,Angiosperm,family,Malpighiaceae,439,-0.855526,0.533879,0.549069,0.33432,1,46,0.494214
genus,Lasiococca,Euphorbiaceae,Angiosperm,family,Euphorbiaceae,6196,-1.17832,0.614096,0.482286,0.532154,1,117,0.345755
genus,Lasiodiscus,Rhamnaceae,Angiosperm,family,Rhamnaceae,689,-0.56848,0.52228,0.455881,0.462699,1,55.4,0.628407
genus,Lecaniodiscus,Sapindaceae,Angiosperm,family,Sapindaceae,9911,-0.998904,0.640163,0.420493,0.572939,1,141.2,0.402324
genus,Lecomtedoxa,Sapotaceae,Angiosperm,family,Sapotaceae,3340,-1.00975,0.592546,0.498707,0.615454,1,180,0.412551
genus,Lecythis,Lecythidaceae,Angiosperm,genus,Lecythis,338,-0.679245,0.524279,0.369809,0.421274,5.8,110,0.542881
genus,Leea,Vitaceae,Angiosperm,division,Angiosperm,211929,-1.16468,0.646075,0.464109,0.608856,1,385,0.347503
genus,Leiospermum,Cunoniaceae,Angiosperm,genus,Leiospermum,47,-0.982964,0.606636,0.360006,0.579956,2.5,47.3,0.399252
genus,Leonia,Violaceae,Angiosperm,family,Violaceae,1156,-0.492095,0.483323,0.311101,0.679641,1,47.3,0.641656
genus,Lepidobotrys,Lepidobotryaceae,Angiosperm,division,Angiosperm,211929,-1.16468,0.646075,0.464109,0.608856,1,385,0.347503
genus,Lepidopetalum,Sapindaceae,Angiosperm,family,Sapindaceae,9911,-0.998904,0.640163,0.420493,0.572939,1,141.2,0.402324
genus,Lepidotrichilia,Meliaceae,Angiosperm,family,Meliaceae,2186,-0.866573,0.57892,0.474811,0.632607,1,280.3,0.470551
genus,Lepidozamia,Zamiaceae,Gymnosperm,division,Gymnosperm,77655,-1.52419,0.708135,0.304932,0.651332,1,770,0.228162
genus,Lepisanthes,Sapindaceae,Angiosperm,genus,Lepisanthes,105,-1.00466,0.505974,0.42337,0.373697,1.3,27.9,0.4005
genus,Leplaea,Meliaceae,Angiosperm,genus,Leplaea,40,-0.855782,0.633373,0.368482,0.382575,10.4,71.5,0.454802
genus,Leptactina,Rubiaceae,Angiosperm,family,Rubiaceae,4106,-0.998275,0.548977,0.506684,0.437674,1,112,0.418989
genus,Leptonychia,Malvaceae,Angiosperm,family,Malvaceae,4461,-1.20189,0.656564,0.487643,0.62546,1,247.7,0.33858
genus,Leptopus,Phyllanthaceae,Angiosperm,family,Phyllanthaceae,2497,-1.46621,0.775491,0.470494,0.629917,1,111.5,0.257811
genus,Leptospermum,Myrtaceae,Angiosperm,genus,Leptospermum,144,-2.04261,0.899362,0.275584,0.828981,1.4,32.1,0.134709
genus,Lespedeza,Fabaceae,Angiosperm,family,Fabaceae,13535,-1.19381,0.703454,0.539608,0.602688,1,246.4,0.35056
genus,Lethedon,Thymelaeaceae,Angiosperm,family,Thymelaeaceae,136,-0.97815,0.583658,0.396527,0.586642,1.1,37.5,0.40676
genus,Leucaena,Fabaceae,Angiosperm,family,Fabaceae,13535,-1.19381,0.703454,0.539608,0.602688,1,246.4,0.35056
genus,Leucopogon,Ericaceae,Angiosperm,family,Ericaceae,1443,-0.62978,0.4646,0.371398,0.552415,1,149,0.570745
genus,Levieria,Monimiaceae,Angiosperm,family,Monimiaceae,194,-0.272793,0.417823,0.367659,0.229018,10.3,112,0.814479
genus,Libidibia,Fabaceae,Angiosperm,family,Fabaceae,13535,-1.19381,0.703454,0.539608,0.602688,1,246.4,0.35056
genus,Licania,Chrysobalanaceae,Angiosperm,genus,Licania,242,-0.81022,0.592862,0.37427,0.542831,5,81,0.477027
genus,Licaria,Lauraceae,Angiosperm,family,Lauraceae,6466,-0.827153,0.494061,0.501244,0.495364,1,195,0.495826
genus,Ligustrum,Oleaceae,Angiosperm,family,Oleaceae,3572,-0.928935,0.545344,0.439232,0.492978,1,88.8,0.434973
genus,Lindackeria,Achariaceae,Angiosperm,family,Achariaceae,167,-1.18536,0.688604,0.409278,0.617129,1.5,80.9,0.332336
genus,Lindera,Lauraceae,Angiosperm,family,Lauraceae,6466,-0.827153,0.494061,0.501244,0.495364,1,195,0.495826
genus,Lindsayomyrtus,Myrtaceae,Angiosperm,family,Myrtaceae,9073,-1.07255,0.569338,0.402473,0.610796,1,385,0.370999
genus,Lippia,Verbenaceae,Angiosperm,division,Angiosperm,211929,-1.16468,0.646075,0.464109,0.608856,1,385,0.347503
genus,Liquidambar,Altingiaceae,Angiosperm,genus,Liquidambar,726,-1.07769,0.633713,0.442129,0.631077,1,80.5,0.375331
genus,Liriodendron,Magnoliaceae,Angiosperm,genus,Liriodendron,384,-0.740049,0.596233,0.241737,0.590122,2.6,111.1,0.491236
genus,Litchi,Sapindaceae,Angiosperm,genus,Litchi,146,-1.2647,0.559108,0.47425,0.379386,3,80,0.315928
genus,Lithocarpus,Fagaceae,Angiosperm,genus,Lithocarpus,953,-1.23727,0.623228,0.403938,0.546659,1.1,79.3,0.31484
genus,Litsea,Lauraceae,Angiosperm,genus,Litsea,1006,-1.11561,0.571277,0.40323,0.439287,1.2,63.3,0.355471
genus,Lomatia,Proteaceae,Angiosperm,family,Proteaceae,510,-1.50893,0.80052,0.381045,0.713551,1.8,88,0.237798
genus,Lonchocarpus,Fabaceae,Angiosperm,genus,Lonchocarpus,1353,-1.30304,0.642369,0.642215,0.320897,1,70.3,0.33393
genus,Lonicera,Caprifoliaceae,Angiosperm,division,Angiosperm,211929,-1.16468,0.646075,0.464109,0.608856,1,385,0.347503
genus,Lophira,Ochnaceae,Angiosperm,family,Ochnaceae,215,-1.29361,0.719512,0.42147,0.667232,1,114.7,0.299755
genus,Lophopetalum,Celastraceae,Angiosperm,genus,Lophopetalum,39,-1.49646,0.75099,0.424621,0.575292,10,101.6,0.245047
genus,Lophostemon,Myrtaceae,Angiosperm,family,Myrtaceae,9073,-1.07255,0.569338,0.402473,0.610796,1,385,0.370999
genus,Loropetalum,Hamamelidaceae,Angiosperm,family,Hamamelidaceae,264,-0.14195,0.387314,0.461524,0.330204,1,44,0.965173
genus,Lovoa,Meliaceae,Angiosperm,family,Meliaceae,2186,-0.866573,0.57892,0.474811,0.632607,1,280.3,0.470551
genus,Ludekia,Rubiaceae,Angiosperm,family,Rubiaceae,4106,-0.998275,0.548977,0.506684,0.437674,1,112,0.418989
genus,Luehea,Malvaceae,Angiosperm,genus,Luehea,230,-1.59951,0.794868,0.604422,0.564314,2.5,169,0.242476
genus,Lunania,Salicaceae,Angiosperm,family,Salicaceae,2221,-1.09157,0.615443,0.390641,0.630887,1,103.5,0.362303
genus,Lupinus,Fabaceae,Angiosperm,family,Fabaceae,13535,-1.19381,0.703454,0.539608,0.602688,1,246.4,0.35056
genus,Lyonia,Ericaceae,Angiosperm,genus,Lyonia,52,-0.786892,0.540247,0.248031,0.731557,1,31.1,0.469479
genus,Lysiloma,Fabaceae,Angiosperm,genus,Lysiloma,760,-1.17647,0.665754,0.446178,0.49048,1,73.4,0.34064
genus,Lysiphyllum,Fabaceae,Angiosperm,family,Fabaceae,13535,-1.19381,0.703454,0.539608,0.602688,1,246.4,0.35056
genus,Maackia,Fabaceae,Angiosperm,family,Fabaceae,13535,-1.19381,0.703454,0.539608,0.602688,1,246.4,0.35056
genus,Maasia,Annonaceae,Angiosperm,genus,Maasia,46,-0.497772,0.472288,0.33383,0.483513,1.5,40.3,0.642717
genus,Mabea,Euphorbiaceae,Angiosperm,family,Euphorbiaceae,6196,-1.17832,0.614096,0.482286,0.532154,1,117,0.345755
genus,Macaranga,Euphorbiaceae,Angiosperm,genus,Macaranga,731,-1.4105,0.698921,0.421495,0.512802,2.2,110,0.266688
genus,Machaonia,Rubiaceae,Angiosperm,family,Rubiaceae,4106,-0.998275,0.548977,0.506684,0.437674,1,112,0.418989
genus,Machilus,Lauraceae,Angiosperm,genus,Machilus,721,-1.25992,0.584869,0.396838,0.482259,1.3,58,0.306916
genus,Maclura,Moraceae,Angiosperm,genus,Maclura,31,0.0949544,0.483878,0.426145,0.308092,3.7,53.3,1.20413
genus,Maclurodendron,Rutaceae,Angiosperm,genus,Maclurodendron,415,-1.15461,0.528375,0.398531,0.341262,1.7,46,0.34123
genus,Macrocnemum,Rubiaceae,Angiosperm,family,Rubiaceae,4106,-0.998275,0.548977,0.506684,0.437674,1,112,0.418989
genus,Macrolobium,Fabaceae,Angiosperm,family,Fabaceae,13535,-1.19381,0.703454,0.539608,0.602688,1,246.4,0.35056
genus,Macropanax,Araliaceae,Angiosperm,family,Araliaceae,1392,-1.63073,0.730318,0.499306,0.591335,1,138.1,0.221779
genus,Madhuca,Sapotaceae,Angiosperm,genus,Madhuca,76,-1.07746,0.553403,0.369911,0.442164,2.1,40.3,0.364566
genus,Maerua,Capparaceae,Angiosperm,genus,Maerua,53,-1.55626,0.65496,0.340188,0.556618,3,33,0.223488
genus,Maesa,Primulaceae,Angiosperm,family,Primulaceae,607,-1.02926,0.533411,0.456215,0.479607,1,65.5,0.396453
genus,Maesobotrya,Phyllanthaceae,Angiosperm,family,Phyllanthaceae,2497,-1.46621,0.775491,0.470494,0.629917,1,111.5,0.257811
genus,Maesopsis,Rhamnaceae,Angiosperm,family,Rhamnaceae,689,-0.56848,0.52228,0.455881,0.462699,1,55.4,0.628407
genus,Magnistipula,Chrysobalanaceae,Angiosperm,family,Chrysobalanaceae,345,-0.800438,0.601551,0.417896,0.671237,1.1,99.9,0.490113
genus,Magnolia,Magnoliaceae,Angiosperm,genus,Magnolia,229,-1.29217,0.652075,0.392556,0.607008,2.2,68,0.296675
genus,Magonia,Sapindaceae,Angiosperm,family,Sapindaceae,9911,-0.998904,0.640163,0.420493,0.572939,1,141.2,0.402324
genus,Majidea,Sapindaceae,Angiosperm,family,Sapindaceae,9911,-0.998904,0.640163,0.420493,0.572939,1,141.2,0.402324
genus,Mallotus,Euphorbiaceae,Angiosperm,genus,Mallotus,350,-1.3792,0.746253,0.407714,0.49595,3,36,0.273602
genus,Malpighia,Malpighiaceae,Angiosperm,genus,Malpighia,236,-0.835033,0.556864,0.586263,0.254173,1.3,25.7,0.51521
genus,Malus,Rosaceae,Angiosperm,family,Rosaceae,1561,-0.948281,0.553616,0.50296,0.451948,1,100,0.439641
genus,Malvaviscus,Malvaceae,Angiosperm,family,Malvaceae,4461,-1.20189,0.656564,0.487643,0.62546,1,247.7,0.33858
genus,Mammea,Calophyllaceae,Angiosperm,family,Calophyllaceae,278,-0.907257,0.665366,0.351527,0.820939,1.1,163,0.429355
genus,Mangifera,Anacardiaceae,Angiosperm,genus,Mangifera,81,-1.00559,0.66478,0.36573,0.737485,1.6,78,0.391133
genus,Manihot,Euphorbiaceae,Angiosperm,family,Euphorbiaceae,6196,-1.17832,0.614096,0.482286,0.532154,1,117,0.345755
genus,Manilkara,Sapotaceae,Angiosperm,genus,Manilkara,764,-1.54994,0.751364,0.457453,0.737622,2.5,137.5,0.235673
genus,Maniltoa,Fabaceae,Angiosperm,family,Fabaceae,13535,-1.19381,0.703454,0.539608,0.602688,1,246.4,0.35056
genus,Mansonia,Malvaceae,Angiosperm,family,Malvaceae,4461,-1.20189,0.656564,0.487643,0.62546,1,247.7,0.33858
genus,Mappia,Icacinaceae,Angiosperm,division,Angiosperm,211929,-1.16468,0.646075,0.464109,0.608856,1,385,0.347503
genus,Maprounea,Euphorbiaceae,Angiosperm,family,Euphorbiaceae,6196,-1.17832,0.614096,0.482286,0.532154,1,117,0.345755
genus,Maquira,Moraceae,Angiosperm,family,Moraceae,2663,-1.1809,0.654914,0.498565,0.646044,1,217.7,0.34763
genus,Maranthes,Chrysobalanaceae,Angiosperm,family,Chrysobalanaceae,345,-0.800438,0.601551,0.417896,0.671237,1.1,99.9,0.490113
genus,Mareyopsis,Euphorbiaceae,Angiosperm,family,Euphorbiaceae,6196,-1.17832,0.614096,0.482286,0.532154,1,117,0.345755
genus,Margaritaria,Phyllanthaceae,Angiosperm,family,Phyllanthaceae,2497,-1.46621,0.775491,0.470494,0.629917,1,111.5,0.257811
genus,Marila,Calophyllaceae,Angiosperm,family,Calophyllaceae,278,-0.907257,0.665366,0.351527,0.820939,1.1,163,0.429355
genus,Mariosousa,Fabaceae,Angiosperm,family,Fabaceae,13535,-1.19381,0.703454,0.539608,0.602688,1,246.4,0.35056
genus,Markhamia,Bignoniaceae,Angiosperm,genus,Markhamia,190,-1.77098,0.849092,0.348131,0.719892,2.3,33.4,0.180796
genus,Marlierea,Myrtaceae,Angiosperm,family,Myrtaceae,9073,-1.07255,0.569338,0.402473,0.610796,1,385,0.370999
genus,Marquesia,Dipterocarpaceae,Angiosperm,genus,Marquesia,61,-0.743689,0.767051,0.17463,0.849676,13.2,158.3,0.482661
genus,Mascarenhasia,Apocynaceae,Angiosperm,family,Apocynaceae,1361,-1.21636,0.659122,0.458037,0.640796,1,186.2,0.329077
genus,Massularia,Rubiaceae,Angiosperm,family,Rubiaceae,4106,-0.998275,0.548977,0.506684,0.437674,1,112,0.418989
genus,Mastixia,Nyssaceae,Angiosperm,family,Nyssaceae,121,-0.391344,0.474742,0.288899,0.541389,1.5,62,0.704961
genus,Matayba,Sapindaceae,Angiosperm,family,Sapindaceae,9911,-0.998904,0.640163,0.420493,0.572939,1,141.2,0.402324
genus,Mayna,Achariaceae,Angiosperm,family,Achariaceae,167,-1.18536,0.688604,0.409278,0.617129,1.5,80.9,0.332336
genus,Maytenus,Celastraceae,Angiosperm,genus,Maytenus,42,-0.411433,0.602689,0.272234,0.264009,10.2,27.7,0.687718
genus,Medicosma,Rutaceae,Angiosperm,family,Rutaceae,1836,-1.18574,0.604387,0.436409,0.516094,1,120,0.336044
genus,Medusanthera,Stemonuraceae,Angiosperm,division,Angiosperm,211929,-1.16468,0.646075,0.464109,0.608856,1,385,0.347503
genus,Meineckia,Phyllanthaceae,Angiosperm,family,Phyllanthaceae,2497,-1.46621,0.775491,0.470494,0.629917,1,111.5,0.257811
genus,Meiocarpidium,Annonaceae,Angiosperm,family,Annonaceae,1937,-0.832977,0.567258,0.469393,0.575238,1,126,0.485385
genus,Meiogyne,Annonaceae,Angiosperm,family,Annonaceae,1937,-0.832977,0.567258,0.469393,0.575238,1,126,0.485385
genus,Melaleuca,Myrtaceae,Angiosperm,family,Myrtaceae,9073,-1.07255,0.569338,0.402473,0.610796,1,385,0.370999
genus,Melanochyla,Anacardiaceae,Angiosperm,family,Anacardiaceae,2052,-1.2584,0.679159,0.439244,0.710644,1,197.5,0.312881
genus,Melanorrhoea,Anacardiaceae,Angiosperm,family,Anacardiaceae,2052,-1.2584,0.679159,0.439244,0.710644,1,197.5,0.312881
genus,Melastoma,Melastomataceae,Angiosperm,genus,Melastoma,58,-0.94184,0.403948,0.380827,0.228731,3.1,30,0.419234
genus,Melia,Meliaceae,Angiosperm,family,Meliaceae,2186,-0.866573,0.57892,0.474811,0.632607,1,280.3,0.470551
genus,Melicoccus,Sapindaceae,Angiosperm,genus,Melicoccus,202,-0.779204,0.44753,0.564363,0.23095,1.1,57.4,0.537971
genus,Melicope,Rutaceae,Angiosperm,genus,Melicope,121,-1.16361,0.553517,0.369207,0.497786,3,45,0.334388
genus,Melicytus,Violaceae,Angiosperm,genus,Melicytus,37,-1.16922,0.708652,0.326091,0.564872,2.5,31.7,0.32757
genus,Meliosma,Sabiaceae,Angiosperm,genus,Meliosma,320,-1.37401,0.657643,0.433136,0.467485,1.3,41.5,0.277978
genus,Memecylon,Melastomataceae,Angiosperm,genus,Memecylon,268,-0.783325,0.479327,0.395155,0.409635,1.1,36.4,0.493984
genus,Menziesia,Ericaceae,Angiosperm,family,Ericaceae,1443,-0.62978,0.4646,0.371398,0.552415,1,149,0.570745
genus,Mespilus,Rosaceae,Angiosperm,family,Rosaceae,1561,-0.948281,0.553616,0.50296,0.451948,1,100,0.439641
genus,Mesua,Calophyllaceae,Angiosperm,genus,Mesua,88,-1.06247,0.730765,0.339996,0.742146,2,97.3,0.366165
genus,Metasequoia,Cupressaceae,Gymnosperm,family,Cupressaceae,563,-1.03097,0.556493,0.392518,0.571444,1,770,0.385224
genus,Metopium,Anacardiaceae,Angiosperm,genus,Metopium,108,-1.6618,0.686823,0.514737,0.448428,2.5,59,0.216682
genus,Metrosideros,Myrtaceae,Angiosperm,genus,Metrosideros,39,-1.57605,0.72388,0.230776,0.938674,1.9,176.4,0.21237
genus,Mezilaurus,Lauraceae,Angiosperm,family,Lauraceae,6466,-0.827153,0.494061,0.501244,0.495364,1,195,0.495826
genus,Mezzettia,Annonaceae,Angiosperm,family,Annonaceae,1937,-0.832977,0.567258,0.469393,0.575238,1,126,0.485385
genus,Miconia,Melastomataceae,Angiosperm,genus,Miconia,86,-0.604256,0.619717,0.396647,0.780273,1,41.5,0.591206
genus,Micrandra,Euphorbiaceae,Angiosperm,family,Euphorbiaceae,6196,-1.17832,0.614096,0.482286,0.532154,1,117,0.345755
genus,Microcos,Malvaceae,Angiosperm,genus,Microcos,218,-1.25526,0.612177,0.439734,0.461917,1.1,75,0.313932
genus,Microdesmis,Pandaceae,Angiosperm,family,Pandaceae,166,-1.1189,0.643272,0.511808,0.588088,1.3,74.6,0.372346
genus,Micromelum,Rutaceae,Angiosperm,family,Rutaceae,1836,-1.18574,0.604387,0.436409,0.516094,1,120,0.336044
genus,Micropholis,Sapotaceae,Angiosperm,family,Sapotaceae,3340,-1.00975,0.592546,0.498707,0.615454,1,180,0.412551
genus,Microtropis,Celastraceae,Angiosperm,family,Celastraceae,435,-1.13263,0.66231,0.556926,0.494744,1,101.6,0.376232
genus,Milicia,Moraceae,Angiosperm,family,Moraceae,2663,-1.1809,0.654914,0.498565,0.646044,1,217.7,0.34763
genus,Miliusa,Annonaceae,Angiosperm,family,Annonaceae,1937,-0.832977,0.567258,0.469393,0.575238,1,126,0.485385
genus,Millettia,Fabaceae,Angiosperm,family,Fabaceae,13535,-1.19381,0.703454,0.539608,0.602688,1,246.4,0.35056
genus,Mimosa,Fabaceae,Angiosperm,genus,Mimosa,763,-1.49142,0.837195,0.561903,0.427002,1,57,0.26354
genus,Minquartia,Olacaceae,Angiosperm,genus,Minquartia,32,-1.27279,0.67987,0.448373,0.604422,5.1,99.2,0.309663
genus,Mischarytera,Sapindaceae,Angiosperm,family,Sapindaceae,9911,-0.998904,0.640163,0.420493,0.572939,1,141.2,0.402324
genus,Mischocarpus,Sapindaceae,Angiosperm,genus,Mischocarpus,113,-1.26803,0.580371,0.417707,0.430449,3,45.5,0.307037
genus,Mitrephora,Annonaceae,Angiosperm,genus,Mitrephora,35,-0.629281,0.393732,0.289269,0.558961,1.6,41.4,0.555747
genus,Mollinedia,Monimiaceae,Angiosperm,family,Monimiaceae,194,-0.272793,0.417823,0.367659,0.229018,10.3,112,0.814479
genus,Monanthotaxis,Annonaceae,Angiosperm,family,Annonaceae,1937,-0.832977,0.567258,0.469393,0.575238,1,126,0.485385
genus,Monodora,Annonaceae,Angiosperm,family,Annonaceae,1937,-0.832977,0.567258,0.469393,0.575238,1,126,0.485385
genus,Monoon,Annonaceae,Angiosperm,family,Annonaceae,1937,-0.832977,0.567258,0.469393,0.575238,1,126,0.485385
genus,Monotes,Dipterocarpaceae,Angiosperm,family,Dipterocarpaceae,3821,-1.58657,0.774201,0.418766,0.726176,1,212,0.223378
genus,Monteverdia,Celastraceae,Angiosperm,family,Celastraceae,435,-1.13263,0.66231,0.556926,0.494744,1,101.6,0.376232
genus,Morella,Myricaceae,Angiosperm,family,Myricaceae,37,-0.139754,0.335607,0.268522,0.595157,1.1,43.9,0.901493
genus,Morinda,Rubiaceae,Angiosperm,family,Rubiaceae,4106,-0.998275,0.548977,0.506684,0.437674,1,112,0.418989
genus,Morisonia,Capparaceae,Angiosperm,family,Capparaceae,456,-0.69434,0.432976,0.407584,0.381963,1,33.3,0.542657
genus,Moronobea,Clusiaceae,Angiosperm,family,Clusiaceae,1211,-1.20062,0.675771,0.482073,0.521062,1,77.4,0.338095
genus,Mortoniodendron,Malvaceae,Angiosperm,family,Malvaceae,4461,-1.20189,0.656564,0.487643,0.62546,1,247.7,0.33858
genus,Morus,Moraceae,Angiosperm,genus,Morus,36,-1.74041,0.901911,0.49285,0.794254,1.6,89.5,0.198105
genus,Mosannona,Annonaceae,Angiosperm,family,Annonaceae,1937,-0.832977,0.567258,0.469393,0.575238,1,126,0.485385
genus,Mosiera,Myrtaceae,Angiosperm,family,Myrtaceae,9073,-1.07255,0.569338,0.402473,0.610796,1,385,0.370999
genus,Moultonianthus,Euphorbiaceae,Angiosperm,family,Euphorbiaceae,6196,-1.17832,0.614096,0.482286,0.532154,1,117,0.345755
genus,Mouriri,Melastomataceae,Angiosperm,genus,Mouriri,55,-0.226157,0.426054,0.352374,0.639942,1.2,49.7,0.84868
genus,Mucuna,Fabaceae,Angiosperm,family,Fabaceae,13535,-1.19381,0.703454,0.539608,0.602688,1,246.4,0.35056
genus,Multidentia,Rubiaceae,Angiosperm,family,Rubiaceae,4106,-0.998275,0.548977,0.506684,0.437674,1,112,0.418989
genus,Murraya,Rutaceae,Angiosperm,family,Rutaceae,1836,-1.18574,0.604387,0.436409,0.516094,1,120,0.336044
genus,Musa,Musaceae,Angiosperm,division,Angiosperm,211929,-1.16468,0.646075,0.464109,0.608856,1,385,0.347503
genus,Musanga,Urticaceae,Angiosperm,family,Urticaceae,449,-1.4549,0.788163,0.497939,0.661041,1,105.1,0.264232
genus,Musgravea,Proteaceae,Angiosperm,family,Proteaceae,510,-1.50893,0.80052,0.381045,0.713551,1.8,88,0.237798
genus,Myoporum,Scrophulariaceae,Angiosperm,division,Angiosperm,211929,-1.16468,0.646075,0.464109,0.608856,1,385,0.347503
genus,Myrcia,Myrtaceae,Angiosperm,family,Myrtaceae,9073,-1.07255,0.569338,0.402473,0.610796,1,385,0.370999
genus,Myrciaria,Myrtaceae,Angiosperm,family,Myrtaceae,9073,-1.07255,0.569338,0.402473,0.610796,1,385,0.370999
genus,Myrianthus,Urticaceae,Angiosperm,family,Urticaceae,449,-1.4549,0.788163,0.497939,0.661041,1,105.1,0.264232
genus,Myrica,Myricaceae,Angiosperm,family,Myricaceae,37,-0.139754,0.335607,0.268522,0.595157,1.1,43.9,0.901493
genus,Myriocarpa,Urticaceae,Angiosperm,family,Urticaceae,449,-1.4549,0.788163,0.497939,0.661041,1,105.1,0.264232
genus,Myristica,Myristicaceae,Angiosperm,genus,Myristica,259,-1.01653,0.696095,0.286791,0.656697,1.6,60.5,0.37704
genus,Myrocarpus,Fabaceae,Angiosperm,family,Fabaceae,13535,-1.19381,0.703454,0.539608,0.602688,1,246.4,0.35056
genus,Myrospermum,Fabaceae,Angiosperm,family,Fabaceae,13535,-1.19381,0.703454,0.539608,0.602688,1,246.4,0.35056
genus,Myroxylon,Fabaceae,Angiosperm,family,Fabaceae,13535,-1.19381,0.703454,0.539608,0.602688,1,246.4,0.35056
genus,Myrsine,Primulaceae,Angiosperm,genus,Myrsine,143,-1.63825,0.839614,0.468005,0.582073,1.1,42.1,0.216809
genus,Nabalus,Asteraceae,Angiosperm,division,Angiosperm,211929,-1.16468,0.646075,0.464109,0.608856,1,385,0.347503
genus,Nageia,Podocarpaceae,Gymnosperm,family,Podocarpaceae,681,-1.10842,0.614147,0.319892,0.746055,1.9,266,0.34741
genus,Nauclea,Rubiaceae,Angiosperm,genus,Nauclea,46,-0.966823,0.569117,0.435353,0.668045,1.8,112,0.418091
genus,Nectandra,Lauraceae,Angiosperm,genus,Nectandra,69,-1.38873,0.72274,0.465705,0.480918,5.8,76.6,0.277957
genus,Neea,Nyctaginaceae,Angiosperm,genus,Neea,366,-1.32092,0.647835,0.545725,0.436799,1,88.7,0.309743
genus,Neesia,Malvaceae,Angiosperm,family,Malvaceae,4461,-1.20189,0.656564,0.487643,0.62546,1,247.7,0.33858
genus,Nekemias,Vitaceae,Angiosperm,division,Angiosperm,211929,-1.16468,0.646075,0.464109,0.608856,1,385,0.347503
genus,Nematolepis,Rutaceae,Angiosperm,family,Rutaceae,1836,-1.18574,0.604387,0.436409,0.516094,1,120,0.336044
genus,Neo-uvaria,Annonaceae,Angiosperm,family,Annonaceae,1937,-0.832977,0.567258,0.469393,0.575238,1,126,0.485385
genus,Neobalanocarpus,Dipterocarpaceae,Angiosperm,family,Dipterocarpaceae,3821,-1.58657,0.774201,0.418766,0.726176,1,212,0.223378
genus,Neochevalierodendron,Fabaceae,Angiosperm,family,Fabaceae,13535,-1.19381,0.703454,0.539608,0.602688,1,246.4,0.35056
genus,Neocinnamomum,Lauraceae,Angiosperm,family,Lauraceae,6466,-0.827153,0.494061,0.501244,0.495364,1,195,0.495826
